PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived,Name,Ticket,Cabin
99,1,female,39.1133390095888,0,1,22.563585755829976,S,1,"Davis, Mrs. Florence",A/21881,
100,1,female,23.780335870715263,1,0,12.70069223285423,Q,1,"Garcia, Miss. Mary",746484,
101,1,female,,1,1,1.1477401749888787,S,1,"Jones, Mrs. Elizabeth",418675,
102,3,male,,0,0,26.734923341917575,C,0,"Johnson, Mr. George",A/37915,
103,2,male,,0,1,32.23195573972504,S,0,"Wilson, Mr. James",144989,
104,3,male,,0,0,3.69642002406822,S,0,"Davis, Mr. Henry",932985,
105,3,male,9.142879738937555,0,0,20.170675696391417,S,0,"Williams, Mr. John",642169,
106,2,female,4.3486766322691395,0,2,4.358823210621093,S,1,"Garcia, Miss. Anna",467808,
107,2,male,7.640811596018672,0,0,13.697378334791862,S,0,"Johnson, Mr. George",343825,
108,3,female,46.67617744798055,0,1,2.6713979486144908,S,1,"Johnson, Mrs. Mary",611030,
109,1,male,21.273985957505744,0,0,1.4166178813179369,S,1,"Johnson, Mr. John",A/26350,
110,1,male,64.81478999935553,0,0,7.695374025900536,C,1,"Davis, Mr. Joseph",705685,
111,2,male,21.10053361879656,1,0,10.501575194862964,Q,0,"Miller, Mr. Robert",802609,
112,1,female,,0,0,7.5593436501744025,S,1,"Williams, Mrs. Elizabeth",A/56365,D31
113,3,female,,0,0,2.942216856791672,S,0,"Brown, Miss. Emma",A/11620,A153
114,3,female,57.08530043422772,1,0,7.5392380719072625,S,1,"Miller, Mrs. Anna",365026,
115,3,female,57.86105007290957,0,0,16.829843395797425,S,0,"Smith, Miss. Ruth",A/34524,
116,3,female,45.917127228304,0,0,11.543567597349156,C,0,"Smith, Mrs. Margaret",115861,
117,3,female,43.33687536136047,1,3,15.165168265381626,S,0,"Wilson, Miss. Emma",A/64261,
118,1,male,37.29537728881657,0,2,5.451341686871595,S,1,"Johnson, Mr. James",436279,
119,3,male,39.897055066332925,0,0,49.70281133798366,C,0,"Williams, Mr. Thomas",972521,
120,3,male,21.283399971400534,0,0,2.970089229999752,S,1,"Johnson, Mr. Frank",320421,
121,3,female,17.5452156320877,2,0,21.86904915277319,S,1,"Rodriguez, Mrs. Florence",784880,
122,3,female,28.95275759624667,0,0,50.31329274877059,S,1,"Garcia, Mrs. Marie",144397,
123,2,male,26.617415284651003,0,1,21.695171218664814,S,0,"Jones, Mr. James",942388,
124,1,female,,0,2,9.5541052145244,S,1,"Davis, Miss. Anna",987159,
125,1,female,38.749424264394015,0,0,6.462676455606809,C,1,"Davis, Miss. Ethel",A/37723,
126,2,male,42.37427291998715,0,1,42.23736185044866,C,0,"Wilson, Mr. Robert",A/37430,B147
127,3,male,30.237696408085863,1,0,2.2087573883566978,S,1,"Rodriguez, Mr. Thomas",357653,
128,3,female,49.68542113477366,0,4,3.8032306916459997,Q,1,"Wilson, Miss. Ruth",A/62284,G10
129,1,male,13.016352402130929,0,0,7.560449766990265,S,0,"Johnson, Mr. William",924142,
130,3,female,26.288767570083948,0,0,53.79521426421854,C,1,"Davis, Miss. Helen",533714,
131,2,male,18.964487511560733,0,0,19.21557529095987,S,0,"Garcia, Mr. William",A/82358,
132,1,female,2.8684873609771593,3,0,3.8127285580447583,C,1,"Williams, Mrs. Florence",125968,
133,1,female,27.84247039820221,0,0,8.394953517085982,C,1,"Johnson, Miss. Mary",818580,
134,2,female,27.29553488263403,0,2,5.8288062940132415,S,0,"Rodriguez, Miss. Helen",630026,
135,3,male,50.188296405389835,0,0,5.197892262692722,Q,0,"Miller, Mr. Charles",828993,
136,2,female,37.83136358376689,3,0,39.435541186709415,C,1,"Wilson, Mrs. Ruth",763613,
137,3,female,,0,0,2.3488086563908914,C,0,"Williams, Miss. Mary",A/60969,
138,3,male,54.95729592867863,0,0,83.9765024423187,S,1,"Williams, Mr. Frank",217286,
139,2,female,46.09447173735494,1,0,32.91326039940739,C,1,"Smith, Miss. Anna",921853,
140,3,male,,1,0,45.1068448148981,C,0,"Davis, Mr. Henry",A/48575,
141,3,male,,0,0,6.989944285196601,S,0,"Brown, Mr. James",548484,
142,2,male,,0,0,10.176398199833137,Q,0,"Williams, Mr. Frank",705069,
143,3,male,23.789105135005258,0,0,2.1819474911497676,S,0,"Miller, Mr. Joseph",715760,
144,2,male,,0,0,6.490925415388574,S,0,"Jones, Mr. Henry",A/22460,D113
145,2,female,55.384208283084526,0,2,22.0295738636779,S,0,"Smith, Miss. Helen",279300,
146,1,male,50.605409395810646,0,0,57.7010674958576,S,1,"Williams, Mr. James",906977,
147,3,female,22.156108094992163,0,0,3.22654472425678,S,1,"Smith, Mrs. Florence",306422,
148,3,male,13.325355933953844,0,0,7.856905884892025,S,0,"Garcia, Mr. James",A/62482,A97
149,1,male,30.972407456756855,0,0,10.159822136234562,Q,0,"Davis, Mr. Henry",242290,
150,2,male,4.2418488821200775,2,0,2.2820016109308527,S,0,"Garcia, Mr. Joseph",921154,G65
151,3,female,,0,0,24.769649422981207,S,1,"Smith, Mrs. Ruth",404144,E26
152,1,male,26.93356379181864,0,0,5.110062330592682,S,0,"Smith, Mr. Joseph",985697,
153,1,male,22.47548897384461,0,0,9.63624566172496,S,0,"Rodriguez, Mr. John",A/71189,
154,3,female,6.674157058264864,2,0,7.082739399509548,Q,1,"Brown, Miss. Marie",A/81543,
155,3,male,36.19040149197603,0,1,4.724651459956662,S,0,"Smith, Mr. Frank",560828,
156,2,male,21.54218824473324,0,3,12.079937485155078,C,1,"Miller, Mr. Joseph",859860,
157,3,male,,0,0,9.405254342528467,S,0,"Davis, Mr. Charles",390144,
158,3,female,0.17,0,0,7.797245585494241,S,1,"Williams, Miss. Margaret",A/40383,
159,1,male,28.61479132929109,0,1,5.08271747193434,S,1,"Johnson, Mr. John",A/49028,
160,3,female,53.81152235337642,0,2,17.875473986209784,S,0,"Smith, Mrs. Elizabeth",475982,
161,2,male,52.257629003670175,0,0,88.61850733445809,S,1,"Brown, Mr. Charles",160155,
162,3,female,22.600652407792193,2,0,14.409168126001997,S,1,"Garcia, Miss. Elizabeth",617953,
163,3,female,20.56903115493507,0,0,40.25933320658745,S,1,"Williams, Miss. Ruth",A/27443,
164,3,female,35.562839585050334,0,0,2.297298092092813,C,1,"Garcia, Mrs. Ruth",A/41976,
165,1,male,15.02260385136392,1,0,14.721569439558907,S,1,"Wilson, Mr. Joseph",678032,A118
166,3,female,33.225086597472526,0,0,3.2646678178624584,S,1,"Smith, Mrs. Ruth",763468,
167,2,male,39.725123897385664,0,0,2.070292883664848,S,1,"Smith, Mr. John",353856,B173
168,1,male,46.17706513438031,0,0,5.016609519746108,S,1,"Wilson, Mr. Thomas",876796,A5
169,1,male,27.59784292928066,0,1,50.92119294772651,C,1,"Williams, Mr. Joseph",923749,
170,3,female,,1,0,38.09256026399026,S,1,"Davis, Mrs. Anna",154604,
171,3,female,16.708243785408143,2,0,16.3071826881183,S,0,"Garcia, Mrs. Marie",844917,
172,1,female,17.42367504344196,0,0,1.9362620345730082,Q,1,"Johnson, Mrs. Ruth",674839,
173,3,male,25.829295513378625,0,0,9.625956177287705,S,0,"Wilson, Mr. Joseph",A/99882,
174,1,male,,2,3,17.49718499710193,S,0,"Brown, Mr. Joseph",367825,A95
175,3,female,41.790184767265494,1,0,15.03894959755033,S,1,"Brown, Miss. Ethel",313328,
176,1,male,,1,0,1.3330208731125908,S,1,"Davis, Mr. George",A/60061,
177,3,male,49.8976399654333,0,0,4.185468237441631,C,0,"Williams, Mr. Robert",924322,
178,2,male,25.204269585404038,0,0,11.280850960910898,C,0,"Jones, Mr. Robert",635505,G153
179,3,male,28.700857879121894,1,2,23.186010275397962,Q,0,"Jones, Mr. James",513870,G102
180,1,male,18.539036491930474,1,0,0.8734072078599627,S,1,"Wilson, Mr. James",621817,A32
181,2,male,,0,0,10.02870247726049,S,0,"Smith, Mr. Joseph",A/11218,
182,1,male,41.3766355490547,0,0,14.463938097176463,C,0,"Rodriguez, Mr. Henry",594897,
183,3,male,,0,0,33.768701629988385,S,0,"Rodriguez, Mr. George",654393,
184,3,female,25.061414200345013,0,1,27.97829696092648,S,0,"Miller, Miss. Marie",238691,
185,2,male,29.93787004114821,0,1,24.5101074773343,S,0,"Williams, Mr. George",125322,
186,3,male,,2,0,4.664923297106894,S,0,"Brown, Mr. Thomas",791572,C9
187,3,female,7.1243580035884015,0,0,1.2341684647998428,S,0,"Williams, Miss. Marie",173079,
188,3,male,21.59326251715187,1,1,7.601432311129802,C,0,"Garcia, Mr. Frank",787100,G163
189,3,female,40.11970551470558,0,2,40.52658547553504,C,1,"Jones, Mrs. Emma",179311,
190,2,female,11.439948075630507,0,0,64.8544438212548,S,1,"Johnson, Miss. Anna",A/37632,
191,1,male,,3,0,28.57862105557278,S,1,"Williams, Mr. William",249485,
192,3,male,10.007854735272328,0,0,20.39335244816522,S,0,"Brown, Mr. James",A/78232,
193,3,female,,0,1,19.212624289877137,C,0,"Brown, Mrs. Florence",633119,
194,3,female,28.50101924783523,0,0,6.250475268936737,S,0,"Wilson, Mrs. Emma",A/15004,
195,2,male,6.388154577322869,0,0,10.422090580586884,S,0,"Wilson, Mr. John",514725,
196,2,male,,1,0,90.27706405567552,S,1,"Rodriguez, Mr. Thomas",A/53555,
197,3,male,18.71571792482731,2,0,3.9311436673492706,S,0,"Garcia, Mr. Joseph",A/75930,
198,3,female,17.656465881798667,0,0,84.58310556458945,S,1,"Johnson, Mrs. Helen",424332,
199,3,male,31.807968761233198,0,0,8.277708795702711,C,0,"Johnson, Mr. Thomas",163471,
200,3,female,45.080922892002015,0,0,59.770876717447834,S,0,"Smith, Mrs. Emma",494861,F143
201,3,male,,1,0,2.25200738280115,S,0,"Williams, Mr. Charles",A/85351,
202,1,male,29.863517897871603,0,0,24.60833093243869,S,0,"Davis, Mr. Frank",462009,
203,1,male,35.00343100462802,0,0,5.03229346203934,S,1,"Johnson, Mr. Thomas",A/97099,
204,3,male,38.70347850168402,0,0,2.229281574558476,C,0,"Miller, Mr. Frank",593570,
205,3,male,,0,1,15.83528773885582,S,0,"Jones, Mr. Robert",523359,
206,1,male,23.861610252833486,0,1,40.90965694547279,C,1,"Wilson, Mr. Robert",792101,
207,1,male,17.413736910917926,1,0,4.419693163634816,S,1,"Williams, Mr. Joseph",199919,
208,3,female,,0,0,2.0161320467617476,S,1,"Rodriguez, Miss. Helen",294020,
209,1,male,13.990053832201504,0,0,10.911161790872406,S,1,"Williams, Mr. Charles",498722,
210,1,male,0.17,1,0,10.969049284246575,S,0,"Jones, Mr. William",390375,
211,3,female,35.11183725820735,1,0,23.523114960675173,S,1,"Garcia, Miss. Helen",899947,
212,3,female,,0,0,38.07330900709974,C,1,"Johnson, Mrs. Florence",903032,C131
213,3,female,0.17,0,0,11.34414534800977,S,1,"Rodriguez, Miss. Margaret",955742,B97
214,1,female,,0,0,112.91146067651498,S,1,"Johnson, Miss. Elizabeth",759789,
215,3,male,37.66815965407277,0,0,15.943985818326228,C,0,"Miller, Mr. Thomas",738668,
216,1,male,57.80493657596378,0,0,8.038867320984469,Q,1,"Davis, Mr. Robert",563179,
217,2,female,29.29111190745571,0,0,1.7614180045721775,S,0,"Wilson, Miss. Mary",256547,
218,3,female,18.807958822792116,0,0,8.888946829370493,Q,0,"Williams, Mrs. Anna",252185,
219,3,male,26.43944982453224,1,0,8.136301092573627,S,0,"Jones, Mr. John",798213,D57
220,3,female,48.24826986807459,0,1,38.56579545574781,S,1,"Miller, Miss. Margaret",A/47321,
221,3,male,19.956501492256507,0,2,21.2207685109509,C,0,"Williams, Mr. Henry",A/38176,
222,3,male,17.81131190689645,0,0,2.9587209221242583,S,0,"Rodriguez, Mr. Henry",A/94728,
223,1,male,22.241590689451545,2,0,14.979839499210325,S,1,"Williams, Mr. John",821782,
224,2,male,15.653399484378028,1,0,27.27136923973153,S,0,"Garcia, Mr. Frank",455446,C21
225,2,male,30.717384423927136,1,0,76.22104695136676,C,0,"Jones, Mr. Charles",316897,
226,2,male,51.745498418573845,1,0,35.33962165217333,C,1,"Miller, Mr. Henry",890023,F134
227,3,female,33.52310982362441,2,1,30.35666157470527,S,1,"Brown, Mrs. Florence",741157,
228,2,male,25.467050970231973,0,0,13.093333316574403,S,0,"Jones, Mr. Charles",116738,
229,3,male,24.914642235182384,0,1,19.41361077685003,S,0,"Garcia, Mr. George",643344,
230,3,female,,0,0,54.565721860565574,S,0,"Davis, Miss. Emma",483800,
231,3,female,41.363536880060224,1,0,2.4612445164721013,S,1,"Brown, Mrs. Mary",A/45447,
232,3,female,27.91027924182077,1,0,8.009856191828625,C,1,"Johnson, Miss. Marie",126014,
233,3,female,26.47328120973124,0,0,4.820692073613113,S,0,"Davis, Mrs. Mary",863277,
234,3,female,73.70350594982804,0,0,19.201410549813453,S,1,"Johnson, Miss. Emma",888212,
235,1,male,,0,0,53.317606810592686,S,1,"Wilson, Mr. Robert",590339,
236,3,male,18.47492529866742,2,0,5.951426007298966,S,0,"Davis, Mr. Henry",991307,
237,2,male,,0,4,0.691864438301485,Q,0,"Rodriguez, Mr. John",A/53923,
238,1,male,45.07823992875457,0,0,7.4285828421680735,S,1,"Brown, Mr. William",626683,
239,3,male,30.585785747528703,0,3,36.45827581712106,S,0,"Brown, Mr. Henry",A/25779,
240,1,female,8.864108303556865,0,3,23.2232953206214,S,1,"Miller, Mrs. Margaret",500327,
241,3,male,41.86920508405285,1,1,20.3651172268231,S,0,"Brown, Mr. Robert",979608,D113
242,3,male,19.645982802454085,0,0,8.705961646850714,S,0,"Miller, Mr. Frank",A/36924,F165
243,3,male,55.22616886704564,1,0,2.625215837666275,S,0,"Miller, Mr. Charles",238783,
244,2,female,44.12067292000508,0,1,22.609115958584166,S,1,"Williams, Miss. Marie",A/14096,A172
245,1,male,22.737493460777483,0,0,4.4765910389080545,S,0,"Wilson, Mr. Charles",306084,G135
246,3,female,46.934229064291586,0,0,167.48873245155895,S,1,"Wilson, Miss. Mary",853315,
247,2,male,29.949977147383645,1,0,24.157832388568526,S,1,"Rodriguez, Mr. Robert",A/87000,C172
248,3,male,40.938831451711074,0,0,6.069171088016351,Q,0,"Brown, Mr. Thomas",A/67987,
249,3,male,35.78625944212265,0,0,5.849391876666028,S,0,"Wilson, Mr. Joseph",862072,
250,3,female,,0,0,10.896775851766655,S,1,"Brown, Miss. Margaret",627561,
251,2,male,,2,0,9.139427014066646,S,0,"Wilson, Mr. William",700710,G157
252,2,female,43.41945144613626,0,1,46.53480515828246,S,1,"Wilson, Mrs. Elizabeth",332131,D164
253,3,male,24.313145350508428,1,0,15.236584389152595,C,1,"Wilson, Mr. Frank",A/11080,
254,2,male,23.348921514612044,0,2,5.063418830312907,S,1,"Miller, Mr. John",A/92641,
255,1,female,15.628283889109058,0,0,117.7458893356995,S,1,"Davis, Miss. Helen",A/93482,
256,3,female,34.93038691830846,0,1,12.925085013559416,S,1,"Miller, Miss. Emma",A/88038,
257,3,female,57.87534886940403,0,0,30.649232189738303,S,1,"Davis, Mrs. Emma",890168,
258,3,female,14.05453920044018,0,1,5.871606000574802,C,0,"Davis, Mrs. Elizabeth",753059,
259,3,female,,0,0,18.835412719856173,S,0,"Wilson, Miss. Emma",A/96623,E51
260,1,female,48.771087775816014,0,1,17.695882570298306,S,1,"Williams, Mrs. Emma",398964,
261,3,female,27.885020522559987,2,0,1.2616505821130772,S,1,"Johnson, Mrs. Anna",821167,G65
262,3,female,35.33320514749627,0,1,136.77402788921327,C,1,"Jones, Mrs. Ruth",124220,
263,1,female,14.126490605943683,1,4,57.3270937973511,S,1,"Jones, Mrs. Helen",607409,
264,3,male,34.99629936090708,0,0,7.563738818292909,C,0,"Rodriguez, Mr. Charles",345752,
265,3,female,26.379980289936316,0,0,3.245522361447366,S,1,"Wilson, Miss. Ruth",669071,
266,3,male,,0,1,18.487113772933718,C,1,"Williams, Mr. Robert",A/20857,
267,3,female,,0,0,13.518204239856061,S,1,"Smith, Miss. Marie",346509,
268,3,female,65.2538909882606,0,1,18.667848980006163,C,1,"Garcia, Miss. Elizabeth",A/93446,
269,2,male,,0,0,15.331244578997365,S,0,"Williams, Mr. Henry",878559,
270,2,female,33.56114843215033,0,0,22.36481996878824,C,0,"Garcia, Mrs. Anna",528082,C159
271,3,male,,0,3,69.18380747872878,S,0,"Williams, Mr. Thomas",313165,
272,3,male,24.055671900650363,1,0,24.0882422054541,S,0,"Williams, Mr. Charles",A/43268,
273,3,female,33.73877380846368,1,1,3.457042315213169,S,0,"Miller, Mrs. Marie",872411,
274,3,male,24.864380258053586,1,0,62.49430441656981,S,0,"Williams, Mr. George",406256,
275,3,female,31.3584536677746,0,0,87.24650266286804,S,0,"Smith, Miss. Anna",A/85446,
276,3,female,47.44636549851144,0,0,535.1077248113925,Q,1,"Davis, Mrs. Emma",578193,F58
277,3,male,14.908404086085024,0,0,3.1639054301085294,Q,0,"Davis, Mr. Frank",A/90840,
278,3,male,44.95829985580664,0,0,16.304781621081602,S,0,"Williams, Mr. James",406932,
279,3,male,47.439610942758115,0,0,1.0014826542197683,Q,0,"Brown, Mr. John",624333,
280,3,male,27.347040622124897,0,0,23.65983743517829,S,0,"Wilson, Mr. William",879685,D165
281,3,female,0.17,0,0,6.310151225043096,S,1,"Davis, Miss. Ethel",774945,
282,2,male,20.490492180677947,0,1,122.50293070118899,S,0,"Miller, Mr. Henry",283148,G5
283,2,male,47.157923651855526,1,0,4.8088695513068895,S,0,"Garcia, Mr. John",A/31348,
284,1,male,,1,0,1.6047698560629389,Q,1,"Williams, Mr. John",119455,
285,3,male,,0,0,6.920468787247599,S,0,"Garcia, Mr. George",565139,E5
286,1,female,,2,0,1.1381619931232496,S,1,"Rodriguez, Mrs. Emma",592646,
287,3,male,40.768680371063745,2,0,30.003659135534896,S,1,"Jones, Mr. James",A/50484,
288,3,female,36.65426995481931,0,0,1.0221419173231172,S,1,"Smith, Miss. Marie",A/13404,
289,2,male,,0,0,12.60570006055011,S,0,"Davis, Mr. Thomas",A/75642,
290,3,female,23.864458234594373,0,0,1.0066478154534308,Q,1,"Wilson, Mrs. Mary",A/39605,
291,1,male,23.515385913386496,2,0,8.294914652467568,C,0,"Miller, Mr. Robert",A/47569,G156
292,1,male,16.086257417020967,1,1,87.53631947581763,C,1,"Johnson, Mr. John",A/15400,
